cod_client,cod_product,date_sales,qty_product,sale_value
87792,23316,20180112,192.0,55776
43088,4608,20180115,1152.0,28896
43088,9752,20180115,1152.0,33376
85344,22716,20180115,768.0,44576
28640,17164,20180115,160.0,78176
28640,17524,20180115,160.0,66976
28640,23116,20180115,160.0,826.56
28640,23120,20180115,160.0,441.28
28640,23612,20180115,800.0,42336
28640,14576,20180115,960.0,35616
28640,22716,20180115,768.0,44576
28640,14632,20180115,96.0,190176
56720,23584,20180115,288.0,63.84
56720,23596,20180115,256.0,63.84
56720,23656,20180115,48.0,118496
56720,23616,20180115,48.0,118496
56720,23612,20180115,384.0,42336
56720,14704,20180115,48.0,254.24
56720,23744,20180115,96.0,111776
12576,11644,20180115,320.0,15232
12576,11648,20180115,320.0,15232
12576,11652,20180115,320.0,15232
31200,23612,20180115,320.0,42336
31200,3428,20180115,1920.0,28896
28608,4544,20180115,384.0,28896
28608,11568,20180115,96.0,78.4
28608,5448,20180115,96.0,40096
28608,20,20180115,96.0,34.72
28592,23524,20180115,384.0,58016
28592,11568,20180115,208.0,78.4
28592,11144,20180115,384.0,89376
28592,23400,20180115,192.0,196896
14464,5448,20180115,192.0,40096
14464,4544,20180115,3072.0,28896
14464,11648,20180115,1264.0,15232
14464,11644,20180115,1744.0,15232
14464,20,20180115,384.0,34.72
15360,23748,20180115,768.0,44576
15360,23588,20180115,256.0,63.84
15360,23584,20180115,288.0,63.84
15360,23612,20180115,800.0,42336
15360,23656,20180115,192.0,118496
15360,3640,20180115,384.0,66976
15360,3660,20180115,384.0,76608
15360,3636,20180115,384.0,76608
15360,3516,20180115,256.0,132608
15360,4544,20180115,1920.0,28896
92272,23164,20180115,640.0,220.64
28624,3640,20180115,96.0,66976
28624,23064,20180115,96.0,132.16
68464,23160,20180115,256.0,89376
68464,23184,20180115,96.0,75936
68464,23520,20180115,48.0,58016
68464,4564,20180115,96.0,46816
68464,4572,20180115,96.0,84672
68464,23544,20180115,160.0,33376
68464,23612,20180115,96.0,42336
6832,3644,20180115,2400.0,38528
6832,5324,20180115,384.0,76608
6832,23124,20180115,1280.0,111776
45744,23704,20180115,240.0,66976
45744,23588,20180115,256.0,51.52
45744,23584,20180115,288.0,51.52
45744,23612,20180115,800.0,42336
45744,23160,20180115,448.0,82656
45744,23168,20180115,240.0,178.97152
59456,10120,20180115,192.0,111776
59456,23168,20180115,128.0,178.97152
59456,4612,20180115,96.0,145376
59456,23612,20180115,240.0,42336
59456,23744,20180115,80.0,111776
59456,23708,20180115,48.0,66976
59456,23712,20180115,160.0,66976
56224,4608,20180115,384.0,33376
56224,3640,20180115,384.0,66976
56224,3652,20180115,384.0,76608
56224,23312,20180115,240.0,58016
56224,23316,20180115,240.0,58016
56224,23556,20180115,240.0,58016
56224,23612,20180115,240.0,42336
56224,14628,20180115,192.0,181.44
56224,23144,20180115,768.0,60256
56224,23176,20180115,768.0,66976
65104,23680,20180115,80.0,89376
65104,23688,20180115,80.0,89376
65104,23684,20180115,80.0,89376
65104,23676,20180115,80.0,89376
117568,23164,20180115,128.0,268576
117568,23160,20180115,256.0,89376
117568,23140,20180115,768.0,40096
117568,3652,20180115,96.0,76608
53776,10236,20180115,32.0,71456
53776,23168,20180115,128.0,181.44
124544,23616,20180115,32.0,118496
124544,23620,20180115,32.0,118496
14944,11564,20180116,96.0,92.96
14944,11144,20180116,96.0,89376
14944,5448,20180116,96.0,40096
122400,11136,20180116,48.0,62496
122400,7408,20180116,48.0,60256
6048,3652,20180116,384.0,78176
6048,3628,20180116,384.0,98336
27808,10120,20180116,192.0,111776
11680,3628,20180116,384.0,96992
43120,3640,20180116,96.0,66976
43120,3628,20180116,96.0,98336
43120,11564,20180116,96.0,92.96
43120,4608,20180116,384.0,33376
43120,4612,20180116,96.0,145376
43120,4616,20180116,96.0,145376
7696,17164,20180116,96.0,78176
7696,14520,20180116,64.0,52.64
124736,23628,20180116,48.0,118496
124736,23616,20180116,48.0,118496
124736,23664,20180116,48.0,118496
124736,23584,20180116,288.0,63.84
124736,23688,20180116,48.0,89376
124736,23680,20180116,48.0,89376
124736,23704,20180116,80.0,66976
124736,5324,20180116,32.0,78176
124736,21964,20180116,32.0,51.52
124736,21996,20180116,32.0,87136
7824,23132,20180116,160.0,111776
7824,23164,20180116,128.0,268576
7824,11564,20180116,96.0,92.96
72064,23596,20180116,256.0,51.52
72064,23600,20180116,256.0,51.52
124496,23712,20180116,320.0,66976
124496,23704,20180116,240.0,66976
21376,10688,20180116,160.0,51296
21376,5444,20180116,96.0,84672
21376,4572,20180116,96.0,84672
21376,4564,20180116,96.0,46816
11824,3640,20180116,384.0,66976
11824,22028,20180116,192.0,136416
48000,4612,20180116,96.0,145376
48000,4616,20180116,96.0,145376
56160,10120,20180116,192.0,111776
56160,3640,20180116,384.0,66976
56160,3636,20180116,384.0,76608
70864,21848,20180116,16.0,235.2
70864,10040,20180116,16.0,230.72
70864,11236,20180116,16.0,161056
70864,17388,20180116,16.0,152096
70864,15280,20180116,16.0,156576
67728,23748,20180117,768.0,44576
67728,3668,20180117,32.0,946.4
53248,23708,20180117,96.0,66976
53248,23712,20180117,96.0,66976
53248,23704,20180117,96.0,66976
53248,3640,20180117,192.0,66976
53248,20152,20180117,192.0,75.04
53248,3504,20180117,96.0,71.68
58144,23296,20180117,64.0,198.24
58144,21848,20180117,32.0,235.2
66192,11652,20180117,400.0,15.68
66192,5324,20180117,80.0,78176
25520,3652,20180117,96.0,78176
25520,3628,20180117,96.0,98336
25520,23624,20180117,64.0,118496
25520,23636,20180117,48.0,118496
25520,23664,20180117,64.0,118496
14224,3628,20180117,192.0,96992
14224,5324,20180117,384.0,76608
8816,3628,20180117,384.0,96992
8816,3632,20180117,384.0,73696
8816,5324,20180117,192.0,76608
8816,5308,20180117,192.0,89376
30560,18108,20180117,48.0,280.0
102928,23748,20180117,96.0,44576
102928,23636,20180117,48.0,118496
102928,23616,20180117,48.0,118496
102928,23624,20180117,48.0,118496
102928,23648,20180117,48.0,118496
102928,23640,20180117,48.0,244.16
71232,20248,20180117,16.0,164.64
71232,21848,20180117,16.0,235.2
8848,3652,20180117,3840.0,76608
8848,3632,20180117,1920.0,76608
8848,3628,20180117,3840.0,96992
8848,3636,20180117,1152.0,76608
8848,4876,20180117,192.0,122304
8848,5324,20180117,1152.0,76608
41648,18304,20180117,16.0,147616
41648,18692,20180117,16.0,147616
41648,18344,20180117,16.0,147616
41648,10236,20180117,16.0,71456
41648,11240,20180117,16.0,161056
70656,10020,20180117,16.0,310.24
70656,17380,20180117,16.0,201376
93744,10236,20180117,96.0,71456
93744,15068,20180117,48.0,436.8
93744,16256,20180117,48.0,436.8
55600,23536,20180117,96.0,91616
55600,3640,20180117,192.0,66976
6288,23064,20180117,576.0,132.16
6288,23748,20180117,1152.0,44576
58112,23420,20180117,96.0,66976
58112,23416,20180117,96.0,66976
58112,23424,20180117,96.0,66976
58112,4608,20180117,384.0,33376
90240,23132,20180117,96.0,111776
90240,23064,20180117,192.0,132.16
90240,14520,20180117,96.0,54.88
90240,14552,20180117,96.0,48.16
90240,14548,20180117,96.0,48.16
90240,17388,20180117,32.0,152096
90240,6472,20180117,64.0,114.24
41440,23712,20180117,48.0,66976
41440,23312,20180117,96.0,58016
41440,10120,20180117,192.0,111776
41440,23612,20180117,800.0,42336
55168,23712,20180117,208.0,66976
55168,23688,20180117,160.0,89376
55168,23680,20180117,160.0,89376
55168,23612,20180117,800.0,42336
55168,14576,20180117,960.0,42336
55168,23136,20180117,1440.0,21.28
55168,20124,20180117,1920.0,42336
68128,23612,20180117,800.0,42336
68128,3640,20180117,384.0,66976
68128,3632,20180117,384.0,76608
68128,3628,20180117,384.0,96992
68128,14628,20180117,192.0,181.44
28272,23132,20180117,160.0,111776
28272,23064,20180117,384.0,132.16
28272,23612,20180117,800.0,42336
28272,23160,20180117,768.0,82656
112240,23588,20180118,256.0,63.84
112240,23596,20180118,256.0,63.84
112240,23748,20180118,192.0,44576
112240,23064,20180118,96.0,132.16
45392,23588,20180118,256.0,63.84
45392,23584,20180118,288.0,63.84
23936,5308,20180118,384.0,89376
23936,10120,20180118,192.0,111776
122144,3640,20180118,160.0,66976
124320,23620,20180118,64.0,118496
124320,23628,20180118,64.0,118496
124320,23636,20180118,64.0,118496
124320,23648,20180118,64.0,118496
124320,23652,20180118,64.0,118496
124320,23692,20180118,64.0,111776
124320,23664,20180118,64.0,118496
7104,5316,20180118,192.0,66976
7728,23184,20180118,384.0,73696
7728,17156,20180118,32.0,490.56
9840,3628,20180118,96.0,98336
9840,3652,20180118,96.0,78176
9840,11564,20180118,48.0,92.96
60528,21940,20180118,96.0,252.0
57568,3652,20180118,96.0,78176
22416,3632,20180118,96.0,78176
22416,23748,20180118,144.0,44576
22416,18156,20180118,48.0,127456
22416,23396,20180118,48.0,196896
11392,9976,20180118,160.0,44576
11392,10120,20180118,192.0,111776
22384,23064,20180118,96.0,132.16
22384,3628,20180118,96.0,98336
22384,3652,20180118,96.0,78176
22384,3660,20180118,192.0,78176
95072,23084,20180118,160.0,423.36
95072,10180,20180118,80.0,244.16
55584,4600,20180118,160.0,23968
55584,5316,20180118,64.0,66976
55584,20128,20180118,64.0,119.84
55584,23704,20180118,128.0,66976
76320,11564,20180118,64.0,92.96
76320,3504,20180118,176.0,71.68
83232,23160,20180119,256.0,89376
120176,23168,20180119,1280.0,181.44
46400,23748,20180119,768.0,44576
122560,17388,20180119,128.0,152096
122560,11240,20180119,96.0,158816
122560,10176,20180119,48.0,257.6
122560,9988,20180119,80.0,196.0
122560,10092,20180119,48.0,210336
122560,10040,20180119,32.0,230.72
122560,18344,20180119,48.0,147616
122560,18304,20180119,64.0,142688
122560,21848,20180119,32.0,235.2
122560,10020,20180119,48.0,310.24
122560,17380,20180119,48.0,200.48
122560,23596,20180119,256.0,63.84
20384,5308,20180119,384.0,104.16
20384,3640,20180119,768.0,72.8
29216,13912,20180119,48.0,111776
29216,17540,20180119,48.0,111776
29216,23540,20180119,384.0,91616
29216,23536,20180119,384.0,91616
29216,23136,20180119,704.0,21.28
29216,23140,20180119,800.0,40096
29216,23184,20180119,192.0,75936
123440,23168,20180119,1024.0,181.44
123440,23164,20180119,1024.0,268576
123440,23160,20180119,2048.0,89376
75264,14552,20180119,192.0,44576
75264,17636,20180119,16.0,736.96
110736,23064,20180119,96.0,132.16
110736,17636,20180119,16.0,736.96
110736,14552,20180119,96.0,44576
110736,14548,20180119,96.0,44576
110736,20252,20180119,16.0,164.64
110736,21552,20180119,48.0,89376
110736,21548,20180119,48.0,89376
110736,21532,20180119,48.0,89376
110736,21540,20180119,48.0,89376
50224,5316,20180119,384.0,66976
124784,23420,20180119,32.0,66976
124784,23416,20180119,32.0,66976
124784,23424,20180119,32.0,66976
58304,23380,20180122,160.0,58016
58304,23312,20180122,160.0,58016
58304,23304,20180122,160.0,58016
58304,23388,20180122,160.0,58016
58304,23384,20180122,96.0,51.52
57440,23584,20180122,288.0,51.52
57440,23600,20180122,288.0,51.52
57440,23140,20180122,192.0,44352
57440,3468,20180122,96.0,120736
8928,23132,20180122,320.0,111776
8928,23740,20180122,96.0,118496
8928,23736,20180122,96.0,118496
120240,23184,20180122,384.0,75936
120240,23160,20180122,512.0,89376
120240,21964,20180122,96.0,62496
120240,14492,20180122,384.0,60256
120240,15088,20180122,96.0,156576
120240,15084,20180122,96.0,156576
73312,21848,20180122,16.0,235.2
73312,17380,20180122,16.0,200.48
72384,23132,20180122,192.0,111776
72384,3652,20180122,384.0,76608
72384,23064,20180122,96.0,132.16
72384,20,20180122,96.0,34.72
72384,14660,20180122,32.0,190.4
107616,4600,20180122,192.0,23968
107616,11144,20180122,96.0,89376
107616,21996,20180122,96.0,87136
107616,5316,20180122,96.0,66976
71024,21996,20180122,96.0,87136
93072,4608,20180122,96.0,33376
93072,23540,20180122,16.0,91616
93072,23536,20180122,16.0,91616
15488,23132,20180122,320.0,111776
15488,3636,20180122,192.0,76608
93456,21964,20180122,96.0,62496
93456,10188,20180122,16.0,208096
91456,21964,20180122,192.0,51.52
123984,23184,20180122,576.0,75936
123984,23160,20180122,1280.0,89376
123984,23164,20180122,640.0,261.86048
123984,14552,20180122,160.0,66976
123984,14548,20180122,160.0,66976
27920,4548,20180122,320.0,105.28
27920,4616,20180122,96.0,145376
27920,4612,20180122,96.0,145376
112208,3628,20180123,192.0,100576
7792,3628,20180123,384.0,96992
7792,3632,20180123,384.0,76608
7792,23064,20180123,192.0,132.16
71408,16796,20180123,128.0,183456
5968,22036,20180123,96.0,302176
5968,22024,20180123,48.0,302176
5968,22052,20180123,192.0,201376
5968,22060,20180123,192.0,201376
5968,14532,20180123,96.0,78176
5968,22080,20180123,80.0,200256
5968,20124,20180123,768.0,46816
122336,23588,20180123,256.0,63.84
122336,23584,20180123,288.0,63.84
122336,14636,20180123,192.0,201376
122336,18692,20180123,80.0,147616
122336,18344,20180123,80.0,147616
122336,17380,20180123,80.0,200.48
122336,9988,20180123,48.0,196.0
122336,23316,20180123,192.0,55776
122336,23388,20180123,192.0,53536
122336,23312,20180123,192.0,55776
109008,5316,20180124,384.0,66976
109008,23400,20180124,384.0,196896
109008,21996,20180124,192.0,86.23776
109008,21964,20180124,192.0,66976
17936,3640,20180124,384.0,66976
17936,3632,20180124,384.0,76608
17936,3628,20180124,384.0,96992
17936,5316,20180124,384.0,66976
57232,23064,20180124,192.0,132.16
57232,23748,20180124,384.0,44576
57232,23612,20180124,320.0,42336
57232,23584,20180124,288.0,51.52
57232,23592,20180124,256.0,51.52
57232,23160,20180124,512.0,82656
57232,23168,20180124,256.0,178.97152
57232,14536,20180124,256.0,33376
57232,15072,20180124,48.0,156576
57232,15076,20180124,48.0,156576
57232,15084,20180124,48.0,156576
57232,15088,20180124,16.0,156576
57232,12052,20180124,32.0,156576
57232,12056,20180124,32.0,156576
57232,12060,20180124,32.0,156576
57232,12064,20180124,32.0,156576
57232,12104,20180124,32.0,156576
57232,12108,20180124,32.0,156576
57232,12112,20180124,32.0,156.7776
57232,12124,20180124,32.0,156576
122608,14512,20180124,96.0,107296
122608,14536,20180124,384.0,31136
122608,18160,20180124,96.0,156576
106544,3640,20180124,192.0,66976
106544,23612,20180124,800.0,42336
106544,23184,20180124,192.0,75936
106544,23160,20180124,512.0,89376
106544,23168,20180124,128.0,181.44
106544,23180,20180124,96.0,221.76
106544,23148,20180124,256.0,102816
106544,23152,20180124,96.0,268576
106544,14576,20180124,480.0,44576
106544,3468,20180124,160.0,120736
106544,4396,20180124,176.0,87136
5664,4876,20180124,192.0,122304
5664,3652,20180124,768.0,76608
5664,5324,20180124,384.0,76608
79568,4608,20180124,96.0,33376
79568,3652,20180124,96.0,78176
79568,23748,20180124,96.0,44576
117072,23132,20180124,320.0,107296
40880,4612,20180124,96.0,145376
40880,3660,20180124,160.0,78176
40880,3628,20180124,160.0,98336
64032,3628,20180124,384.0,96992
64032,4876,20180124,96.0,122304
64032,23556,20180124,352.0,51.52
64032,23316,20180124,384.0,55776
64032,23380,20180124,384.0,55776
93184,4608,20180124,384.0,33376
93184,23136,20180124,1440.0,22176
93184,23140,20180124,768.0,40096
93184,3652,20180124,192.0,78.17152
93184,3632,20180124,192.0,78176
93184,5316,20180124,192.0,66976
93184,3640,20180124,384.0,66976
93184,17636,20180124,16.0,781.76
93184,18072,20180124,96.0,199.36
22640,10280,20180124,32.0,201376
22640,23132,20180124,96.0,107296
22640,23124,20180124,96.0,111776
22640,17164,20180124,96.0,78176
6128,3632,20180124,384.0,76608
6128,3628,20180124,384.0,96992
6128,3652,20180124,384.0,76608
6128,3656,20180124,800.0,48384
6128,3636,20180124,384.0,76608
6128,3660,20180124,384.0,76608
42304,3640,20180124,192.0,66976
23616,23312,20180124,800.0,55776
23616,23380,20180124,800.0,55776
80864,23184,20180125,16.0,77.28
32416,3512,20180125,192.0,111552
32416,6528,20180125,96.0,149856
32416,3540,20180125,96.0,102816
32416,11144,20180125,192.0,89376
32416,21848,20180125,48.0,232.96
32416,10120,20180125,384.0,111776
32416,11604,20180125,192.0,108.64
32416,3628,20180125,384.0,96992
58192,10092,20180125,32.0,221.76
58192,10020,20180125,64.0,333.76
58192,17380,20180125,96.0,200.48
58192,23748,20180125,192.0,44576
122288,23132,20180125,160.0,105.05376000000001
48000,23084,20180125,160.0,423.36
48000,18160,20180125,96.0,156576
109760,23688,20180126,32.0,89376
93120,3628,20180125,384.0,96992
93120,3652,20180125,384.0,76608
13904,4584,20180125,96.0,71456
13904,23520,20180125,96.0,58016
13904,3516,20180125,256.0,132608
13904,4608,20180125,384.0,33376
13856,3628,20180125,384.0,96992
13856,3652,20180125,384.0,76608
13856,3636,20180125,96.0,76608
13856,5324,20180125,192.0,76608
13856,23064,20180125,192.0,132.16
13856,14636,20180125,32.0,201376
13856,14628,20180125,32.0,181.44
89328,21964,20180125,64.0,51.52
89328,14592,20180125,160.0,55776
26512,11652,20180126,240.0,15232
26512,4608,20180126,96.0,33376
26512,23748,20180126,128.0,44576
124304,5316,20180126,96.0,70.56
124832,23648,20180126,48.0,118496
124832,23652,20180126,48.0,118496
124832,23632,20180126,48.0,118496
124832,23664,20180126,48.0,118496
124848,11144,20180126,496.0,89376
25968,23584,20180129,576.0,51.52
27616,23748,20180129,192.0,44576
27616,18304,20180129,32.0,149856
27616,18692,20180129,32.0,149856
39664,4572,20180129,192.0,84672
39664,5316,20180129,384.0,70.56
39664,23160,20180129,256.0,95.2
39664,23184,20180129,192.0,77.28
39664,14588,20180129,864.0,22176
39664,23708,20180129,192.0,66976
6832,3632,20180129,1920.0,78176
6832,3640,20180129,3840.0,66976
11712,23748,20180129,3840.0,44576
7744,3640,20180130,192.0,66976
7744,23064,20180130,96.0,183.68
7744,23748,20180130,96.0,44576
7744,4552,20180130,96.0,136864
7744,4544,20180130,64.0,28896
7744,3448,20180130,96.0,111776
8816,3632,20180130,384.0,73696
8816,3660,20180130,384.0,75936
68800,10040,20180130,80.0,232.96
68800,21848,20180130,80.0,232.96
30560,3628,20180130,160.0,111776
30560,11136,20180130,96.0,62496
121552,4612,20180131,96.0,145376
121552,4616,20180131,96.0,145376
121552,3620,20180131,96.0,221.76
59888,21848,20180131,48.0,232.96
59888,9976,20180131,96.0,44576
59888,3624,20180131,160.0,57.12
24304,23736,20180131,48.0,118496
24304,23132,20180131,96.0,107296
24304,3628,20180131,96.0,111776
24304,3652,20180131,96.0,84896
28592,3436,20180223,320.0,147616
28592,4612,20180223,384.0,147616
28592,4616,20180223,384.0,147616
28592,4604,20180223,768.0,51296
28592,23224,20180223,240.0,105.28
28592,3468,20180223,320.0,120736
28592,11568,20180223,768.0,84896
28592,6452,20180223,768.0,62496
28592,5520,20180223,384.0,40096
28592,6644,20180223,768.0,49056
28592,6012,20180223,768.0,64736
28592,23280,20180223,768.0,64736
28592,11144,20180223,768.0,102816
28592,11564,20180223,768.0,96096
28592,7408,20180223,768.0,55776
28592,20,20180223,768.0,42336
11504,3632,20180131,96.0,80416
11504,23704,20180131,96.0,66976
11504,14524,20180131,16.0,82656
11504,14484,20180131,48.0,105056
11504,21964,20180131,96.0,51.52
11504,22080,20180131,16.0,200256
11504,20124,20180131,96.0,46816
11504,17220,20180131,16.0,156576
11504,12916,20180131,16.0,156576
11504,17932,20180131,16.0,156576
11504,14936,20180131,16.0,156576
11504,12340,20180131,16.0,156576
11504,12472,20180131,16.0,156576
17328,11112,20180131,96.0,149856
55616,3640,20180131,192.0,66976
55616,3652,20180131,96.0,84896
55616,23748,20180131,192.0,44576
55616,17524,20180131,160.0,66976
55616,14552,20180131,64.0,66976
55616,14548,20180131,64.0,66976
55616,18072,20180131,48.0,190.4
55616,14636,20180131,96.0,201376
55616,11112,20180131,32.0,152096
55616,18176,20180131,32.0,152096
12992,5316,20180131,192.0,70.56
20720,5328,20180131,384.0,77.73024000000001
20720,5324,20180131,384.0,76.61024
20720,7420,20180131,192.0,221.76
20720,3652,20180131,384.0,76.61024
55168,3640,20180131,192.0,66976
55168,23132,20180131,80.0,111776
55168,23180,20180131,384.0,221.76
55168,23144,20180131,512.0,60256
55168,23316,20180131,192.0,58016
55168,23308,20180131,192.0,58016
55168,23552,20180131,192.0,58016
55168,23312,20180131,192.0,58016
55168,18692,20180131,96.0,147616
55168,20248,20180131,16.0,209.44
55168,20256,20180131,16.0,209.44
55168,20252,20180131,64.0,209.44
55888,23308,20180131,192.0,58016
55888,23312,20180131,192.0,58016
55888,23316,20180131,192.0,58016
55888,23748,20180131,384.0,44576
55888,4612,20180131,192.0,145376
55888,23136,20180131,800.0,21.28
55888,23140,20180131,768.0,42336
55888,23184,20180131,384.0,75936
55888,23144,20180131,256.0,60256
55888,23156,20180131,176.0,144704
55888,23180,20180131,96.0,221.76
55888,23160,20180131,1280.0,89.37376
55888,23168,20180131,896.0,181.43104
55888,23164,20180131,128.0,266.56
58592,3652,20180131,96.0,84896
58592,5324,20180131,96.0,84896
